keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster,priority
спил веток,1172,2,2,3,forest-service.ru;rusarbo.ru;spilservis.ru,2,not_planned,,,5,/,НЧ,коммерческий,arboristika,False,B
срезка деревьев,306,2,2,5,drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,10,/price,НЧ,общий,arboristika,False,B
спил ру,66,2,2,3,drovosek-mo.ru;forest-service.ru;spilservis.ru,1,not_planned,,,6,/,НЧ,коммерческий,arboristika,False,B
очистка участка от поросли цена за сотку,3,2,2,3,drovosek-mo.ru;forest-service.ru;lesovod.su,1,not_planned,,,6,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,,False,B
сколько стоит удалить дерево с участка московская область цена,2,2,2,7,drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;treeworkers.ru;virubka-dereva.ru,3,not_planned,,,8,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий+локальный,arboristika,False,B
удаление деревьев это,514,2,2,4,drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru,1,not_planned,,,6,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
спилим дерево,56349,2,2,5,drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru,3,not_planned,,,5,/,НЧ,коммерческий,arboristika,False,B
распил деревьев на участке,99,2,2,4,drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su,1,not_planned,,,5,/spil-derevev,НЧ,общий,arboristika,False,B
спилить большое дерево,563,2,2,3,demonti.ru;drovosek-mo.ru;forest-service.ru,1,not_planned,,,10,/spil-derevev,НЧ,коммерческий,arboristika,False,B
вырубка деревьев в москве с порубочным билетом,2,2,2,3,forest-service.ru;lesovod.su;virubka-dereva.ru,1,not_planned,,,2,/price,НЧ,локальный,arboristika,False,B
сколько стоит очистить участок от деревьев и кустарников,36,2,2,6,drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;promalper.ru;spilservis.ru,1,not_planned,,,10,/,НЧ,коммерческий,arboristika,False,B
спил деревьев на дачном участке,19,2,2,5,drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,5,/spil-derevev,НЧ,коммерческий,arboristika,False,B
вырубка деревьев в подмосковье,14,2,2,4,drovosek-mo.ru;forest-service.ru;lesovod.su;virubka-dereva.ru,4,not_planned,,,4,/vyrubka-derevev,НЧ,локальный,arboristika,False,B
валка деревьев цена за штуку,10,2,2,6,drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,0,not_planned,,,11,/price,НЧ,коммерческий,arboristika,False,B
спил и кронирование деревьев,54,2,2,5,forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;treeworkers.ru,3,not_planned,,,4,/,НЧ,коммерческий,arboristika,False,B
спил деревьев по частям,164,2,2,5,demonti.ru;forest-service.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,6,/services/udalenie-dereviev/udalenie-derevev-chastyami,НЧ,коммерческий,arboristika,False,B
арбористы цена за дерево,7,2,2,7,drovosek-mo.ru;forest-service.ru;lesoruby.com;rusarbo.ru;spilservis.ru;treeworkers.ru;virubka-dereva.ru,2,not_planned,,,6,/tseny,НЧ,коммерческий,arboristika,False,B
сколько стоит выкорчевать дерево на участке,192,2,2,5,drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,6,/price,НЧ,коммерческий,arboristika,False,B
садовый измельчитель для веток в аренду,6,2,2,3,lesovod.su;spilservis.ru;virubka-dereva.ru,0,not_planned,,,13,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
спилить деревья на участке,2925,2,2,4,drovosek-mo.ru;lesoruby.com;rusarbo.ru;spilservis.ru,0,not_planned,,,12,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
подрезка деревьев цена в московской области,3,2,2,3,drovosek-mo.ru;lesovod.su;spilservis.ru,1,not_planned,,,6,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий+локальный,arboristika,False,B
услуги обрезки деревьев,373,2,2,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,5,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
спил деревья,62437,2,2,3,drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,2,not_planned,,,3,/spil-derevev,НЧ,коммерческий,arboristika,False,B
шредер для дерева аренда,9,2,2,4,drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,4,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False,B
спилить дерево на даче цена московская,21,2,2,4,drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,5,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий+локальный,arboristika,False,B
услуги по опиловке деревьев,34,2,2,4,drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,7,/price,НЧ,коммерческий,arboristika,False,B
опиловка деревьев цена московская область,3,2,2,4,drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,5,/price,НЧ,коммерческий+локальный,arboristika,False,B
спил деревьев расчистка участка,81,2,2,3,lesovod.su;rusarbo.ru;spilservis.ru,0,not_planned,,,11,/price,НЧ,коммерческий,arboristika,False,B
когда лучше подрезать липу,2,2,2,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,1,/blog/obrezka-vetvej-lipy-i-formirovanie-krony,НЧ,информационный,,False,B
валка леса цена за куб,12,2,2,3,drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,12,/valka-derevev,НЧ,коммерческий,,False,B
аренда дереводробилки,8,2,2,3,lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,3,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False,B
трактор для корчевания пней,24,2,2,3,drovosek-mo.ru;lesovod.su;spilservis.ru,0,not_planned,,,12,/udalenie-pnej,НЧ,коммерческий,arboristika,False,B
спил пня,245,2,2,3,drovosek-mo.ru;lesovod.su;spilservis.ru,1,not_planned,,,4,/services/udalenie-pney/korchevanie-pnei,НЧ,коммерческий,arboristika,False,B
корчевка пней это,31,2,2,3,drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,12,/services/udalenie-pney/korchevanie-pnei,НЧ,коммерческий,arboristika,False,B
можно ли укоротить липу,7,2,1,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,2,/blog/obrezka-vetvej-lipy-i-formirovanie-krony,НЧ,общий,,False,B
спил деревьев чехов,6,2,2,3,lesovod.su;rusarbo.ru;spilservis.ru,1,not_planned,,,4,/articles/spil-derevev-v-chehovskom-rayone,НЧ,коммерческий,arboristika,False,B
услуга спил деревьев,233,2,1,3,lesoruby.com;lesovod.su;spilservis.ru,1,not_planned,,,5,/services/udalenie-dereviev/snos-derevev,НЧ,коммерческий,arboristika,False,B
сколько стоит очистить участок от деревьев,47,2,2,3,lesoruby.com;promalper.ru;spilservis.ru,0,not_planned,,,12,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
удаление пня,1250,2,2,3,lesovod.su;spilservis.ru;virubka-dereva.ru,0,not_planned,,,26,/services/udalenie-pney,НЧ,коммерческий,,False,B
срезать дерево на участке цена,9,2,2,3,lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,8,/services/udalenie-dereviev/snos-derevev,НЧ,коммерческий,arboristika,False,B
валка деревьев с вывозом,40,2,2,3,lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,2,/price,НЧ,коммерческий,vyvoz-musora;arboristika,True,B
очистить участок от деревьев и кустарников,129,2,2,3,lesoruby.com;lesovod.su;spilservis.ru,0,not_planned,,,21,/services/raschistka-uchastka,НЧ,общий,arboristika,False,B
сколько стоит спилить большое дерево на даче цена,29,2,2,5,lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False,B
вывоз дерева с участка,948,2,2,3,rusarbo.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,29,/price,НЧ,коммерческий,vyvoz-musora;arboristika,True,B
дробилка для дерева в аренду,18,2,2,3,lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,4,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False,B
альпинист спил деревьев,112,2,2,3,lesovod.su;rusarbo.ru;spilservis.ru,1,not_planned,,,9,/services,НЧ,коммерческий,arboristika,False,B
быстрая вырубка деревьев,276,2,2,3,drovosek-mo.ru;lesovod.su;promalper.ru,0,not_planned,,,40,/vyrubka-derevev.html,НЧ,общий,arboristika,False,B
удаление деревьев на кладбищах,33,2,2,3,drovosek-mo.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,4,/spil-derevev/spil-derevev-na-kladbishhe,НЧ,коммерческий,arboristika,False,B
удостоверение арбориста,8,2,2,3,lesovod.su;rusarbo.ru;treeworkers.ru,0,not_planned,,,13,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,общий,arboristika,False,B
удаление пней без корчевания техникой,2,2,2,3,drovosek-mo.ru;lesovod.su;virubka-dereva.ru,0,not_planned,,,23,/services/udalenie-pney,НЧ,коммерческий,arboristika,False,B
обучение на арбориста москва,2,2,2,3,lesovod.su;rusarbo.ru;treeworkers.ru,1,not_planned,,,9,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,локальный,arboristika,False,B
кронирование дерева это,231,2,2,3,drovosek-mo.ru;rusarbo.ru;virubka-dereva.ru,0,not_planned,,,28,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,общий,arboristika,False,B
порубочный билет цена,78,2,2,3,drovosek-mo.ru;rusarbo.ru;virubka-dereva.ru,1,not_planned,,,9,/price,НЧ,коммерческий,,False,B
звонка обрезка деревьев,107,2,2,3,lesoruby.com;rusarbo.ru;virubka-dereva.ru,0,not_planned,,,40,/sanitarnaya-obrezka,НЧ,коммерческий,arboristika,False,B
демонтаж каркасного дома цена,23,2,2,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,13,/demontazh-karkasnogo-doma,НЧ,коммерческий,demontazh-b2c,False,B
снести старый дом цена,69,2,2,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,15,/,НЧ,коммерческий,,False,B
сколько стоит разобрать старую баню,7,2,2,3,demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,6,/demontazh-bani,НЧ,коммерческий,,False,B
разобрать дом из бруса цена за работу,4,2,2,3,demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,10,/razobrat-dom,НЧ,коммерческий,,False,B
снос 47,932,2,2,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,37,/,НЧ,коммерческий,demontazh-b2c,False,B
дома в разбор,13297,2,2,3,demonti.ru;snos24.ru;snosim.com,3,not_planned,,,8,/services/razbor-domov,НЧ,общий,,False,B
снос здания стоимость,361,2,2,3,demonti.ru;snos24.ru;snosim.com,1,not_planned,,,6,/price,НЧ,коммерческий,demontazh-b2c,False,B
подъем грузов альпинистами,32,1,1,3,alpme.ru;formula-v.ru;promtehalp.ru,0,not_planned,,,11,/uslugi/montazhnye-raboty/pod-em-gruzov,НЧ,общий,,False,B
межпанельные швы ремонт цена,72,1,1,3,formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,13,/germetizacziya-mezhpanelnyix-shvov.html,НЧ,коммерческий,,False,B
промышленный альпинист в москве,472,1,1,3,formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,23,/,НЧ,локальный,,False,B
обеспыливание конструкций,51,1,1,3,alpme.ru;promalper.ru;promtehalp.ru,1,not_planned,,,9,/obespyilivanie-balok.html,НЧ,общий,,False,B
чистка водостоков и желобов от листьев цена,2,1,1,3,alpme.ru;formula-v.ru;promalper.ru,1,not_planned,,,5,/ochistka-vodostokov-i-zhelobov.html,НЧ,коммерческий,,False,B
сколько стоит спилить большое дерево около дома,28,1,1,4,forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,10,/services/udalenie-derevev/spil-derevev,НЧ,коммерческий,arboristika,False,B
сколько стоит спилить дерево во дворе,32,1,1,6,demonti.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,6,/price,НЧ,коммерческий,arboristika,False,B
корчевание деревьев на участке цена московская область,1,1,1,3,forest-service.ru;lesoruby.com;virubka-dereva.ru,0,not_planned,,,33,/price,НЧ,коммерческий+локальный,arboristika,False,B
стрижка деревьев и кустарников цена,1,1,1,3,forest-service.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,13,/,НЧ,коммерческий,arboristika,False,B
сколько стоит вырубить дерево,45,1,1,5,forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,4,/price,НЧ,коммерческий,arboristika,False,B
спил дерева стоимость,211,1,1,6,demonti.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru,2,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False,B
сколько спилить дерево,1014,1,1,4,forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,7,/price,НЧ,коммерческий,arboristika,False,B
срубить дерево цена,45,1,1,4,forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False,B
сколько стоит корчевание деревьев на участке 10 соток,1,1,1,4,forest-service.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,2,not_planned,,,7,/price,НЧ,коммерческий,arboristika,False,B
сколько стоит свалить дерево,30,1,1,6,demonti.ru;forest-service.ru;lesoruby.com;rusarbo.ru;spilservis.ru;virubka-dereva.ru,2,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False,B
