word,ws,wsk,intent,pillar,single_domain
распил дерева цена,53,1,pricing,other,arboristik.ru
распиленные деревья,2877,1,other,other,arboristik.ru
расценка на спил деревьев в смете,4,1,other,arboristika,arboristik.ru
расчет клея для линолеума,14,1,pricing,other,liwood.ru
регламент по вырубке зеленых насаждений,160,1,other,other,arborist.su
ремонт участка,21893,1,other,other,arboristik.ru
решение по благоустройству,1555,1,other,other,arborist.su
рубка деревьев на участке,255,1,other,other,arboristik.ru
ручная уборка снега,219,1,other,other,liwood.ru
садовый вар для яблони как использовать,1,1,info,other,liwood.ru
санитарная вырубка деревьев в городе,9,1,other,other,liwood.ru
санитарная обрезка груши,10,1,other,arboristika,liwood.ru
санитарная обрезка плодовых деревьев,14,1,other,arboristika,arborist.su
санитарная обрезка туи смарагд,11,1,other,arboristika,liwood.ru
санитарная подрезка деревьев,5,1,other,other,arboristik.ru
сбить сосульки с крыши цена,1,1,pricing,other,liwood.ru
свет нового года,17793,1,other,other,liwood.ru
селитра для пеньков,5,1,other,other,liwood.ru
селитра для уничтожения пней,6,1,other,other,liwood.ru
селитра против пней,12,1,other,other,liwood.ru
складирование древесины по лесному кодексу,2,1,other,other,arborist.su
сколько стоит береза на корню,25,1,pricing,other,arboristik.ru
сколько стоит выкорчевать деревья,339,1,pricing,other,liwood.ru
сколько стоит выровнять землю,30,1,pricing,other,arboristik.ru
сколько стоит выровнять участок 6 соток под газон,1,1,pricing,other,arboristik.ru
сколько стоит вырубить дерево,45,1,pricing,other,arboristik.ru
сколько стоит корчевание деревьев на участке 10 соток,1,1,pricing,other,arborist.su
сколько стоит нанять трактор для выравнивания участка,3,1,lead,uborka-territorii,arboristik.ru
сколько стоит разобрать дачный дом,13,1,pricing,other,arboristik.ru
сколько стоит разровнять участок 6 соток,3,1,pricing,other,arboristik.ru
сколько стоит снести дом на участке цена московская область,2,1,pricing,other,arboristik.ru
сколько стоит спилить большое дерево на даче цена в подмосковье,1,1,lead,other,arboristik.ru
сколько стоит срубить дерево на участке подмосковье цена,1,1,pricing,other,arboristik.ru
